Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1,County,City/Town,Longitude,Latitude,Sold Amount,Sold Date,Foreclosure Year,Property Condition,Program,Project,SBL
3.115E+25,Residential Improved,New,Land Bank,,100 Kirkpatrick St & Basin St,Onondaga,Syracuse,-76.157913,43.062988,,,2014,Demolition Candidate,,unfunded,007.-36-01.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,418 Sunset Ave,Onondaga,Syracuse,-76.162666,43.066681,2000,5/8/2015,2014,Major Renovation Needed,,,002.-26-19.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,418 Pearl St,Onondaga,Syracuse,-76.150841,43.054642,35000,1/9/2015,2014,,,,017.-13-15.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,208 Turtle St To Cummings Ave,Onondaga,Syracuse,-76.160919,43.067179,13000,11/20/2014,2014,Major Renovation Needed,,,007.-02-02.0
3.115E+25,Residential Improved,New,Land Bank,,1800 Lodi St & Mary St,Onondaga,Syracuse,-76.151077,43.062111,,,2014,Major Renovation Needed,,,009.-01-24.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,1907 Lodi St,Onondaga,Syracuse,-76.15271,43.062778,,,2014,Minor Renovation Needed,,,008.-03-01.0
3.115E+25,Residential Improved,New,Land Bank,,1604 Lodi St,Onondaga,Syracuse,-76.149521,43.061531,,,2014,Major Renovation Needed,,,009.-17-63.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,213 Kirkpatrick St,Onondaga,Syracuse,-76.157257,43.064541,4000,8/18/2015,2014,Major Renovation Needed,,,007.-17-14.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,502 Fabius St,Onondaga,Syracuse,-76.162849,43.043968,12000,4/16/2015,2014,Minor Renovation Needed,,,100.-22-15.0
3.115E+25,Residential Improved,New,Land Bank,,2035 Lodi St,Onondaga,Syracuse,-76.155273,43.06414,,,2014,Major Renovation Needed,,,007.-34-03.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1509 Lodi St,Onondaga,Syracuse,-76.149307,43.06089,9900,1/28/2016,2014,Minor Renovation Needed,,,008.-13-07.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,415 Lodi St,Onondaga,Syracuse,-76.135712,43.053558,,,2014,Unimproved,Demolitions,Land Bank funded,018.-07-03.0
3.115E+25,Residential Improved,New,Land Bank,,314 Seymour St,Onondaga,Syracuse,-76.161209,43.042671,,,2014,Minor Renovation Needed,,,097.-02-17.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,511 Seymour St,Onondaga,Syracuse,-76.167732,43.04182,,,2014,Unimproved,Demolitions,AG Demo Funds #2,097.-04-18.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,1212 State St N,Onondaga,Syracuse,-76.156342,43.063091,3000,,2014,Major Renovation Needed,,,007.-35-27.0
3.115E+25,Residential Improved,New,Land Bank,,109 Titus Alley,Onondaga,Syracuse,-76.156242,43.063419,,,2014,Major Renovation Needed,,,007.-35-06.0
3.115E+25,Residential Improved,New,Land Bank,,104 Central Ave,Onondaga,Syracuse,-76.168732,43.043732,,,2014,Demolition Candidate,,unfunded,100.-14-27.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,210 Delhi St,Onondaga,Syracuse,-76.131691,43.055882,2000,5/8/2015,2014,,,,029.-01-39.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,602 Gifford St,Onondaga,Syracuse,-76.166931,43.043259,,,2014,Unimproved,Demolitions,CDBG - 2015,100.-23-45.0
3.115E+25,Residential Improved,New,Land Bank,,100 Green St Ct,Onondaga,Syracuse,-76.135674,43.055901,,,2014,Demolition Candidate,,unfunded,018.-03-22.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,108 Isabella St,Onondaga,Syracuse,-76.155935,43.062447,7000,10/23/2015,2014,Minor Renovation Needed,,,008.-01-01.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,212-14 Seneca St,Onondaga,Syracuse,-76.166992,43.045292,19000,1/30/2015,2014,Major Renovation Needed,,,100.-12-12.0
3.115E+25,Residential Improved,Disposed,Private,,322 Sherwood Ave,Onondaga,Syracuse,-76.124733,43.05732,2500,1/2/2015,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,029.-06-20.0
3.115E+25,Residential Improved,Disposed,Private,,220 Shuart Ave,Onondaga,Syracuse,-76.126823,43.060638,1,12/19/2014,2014,Minor Renovation Needed,,,019.-16-11.0
3.115E+25,Residential Improved,Disposed,Private,,700 Highland St & Jasper St,Onondaga,Syracuse,-76.141086,43.062261,2500,1/2/2015,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,015.-12-55.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,511 Highland St,Onondaga,Syracuse,-76.141664,43.061023,12000,1/9/2015,2014,Major Renovation Needed,,,016.-08-04.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,421 Douglas St,Onondaga,Syracuse,-76.137431,43.061693,5125,2/5/2015,2014,Major Renovation Needed,,,016.-12-23.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,317 Douglas St,Onondaga,Syracuse,-76.140428,43.060234,7000,1/27/2015,2014,Major Renovation Needed,,,016.-13-23.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,408 Graves St,Onondaga,Syracuse,-76.138583,43.060175,5000,5/29/2015,2014,Major Renovation Needed,,,016.-16-14.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,1675 Colvin St W,Onondaga,Syracuse,-76.164889,43.022611,,,2014,,Vacant Land Uses,Community Garden Lease,079.-07-05.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,178-80 Clyde Ave,Onondaga,Syracuse,-76.161927,43.020829,,,2014,Unimproved,Demolitions,AG Demo Funds #2,079.-11-21.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,212 May Ave,Onondaga,Syracuse,-76.160921,43.02109,151,1/15/2016,2014,Unimproved,Demolitions,AG Demo Funds #1,079.-12-22.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,218 May Ave,Onondaga,Syracuse,-76.160851,43.020776,5500,5/13/2015,2014,Major Renovation Needed,,,079.-12-25.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,109 May Ave,Onondaga,Syracuse,-76.1602489,43.022512,,,2014,Unimproved,Demolitions,AG Demo Funds #1,079.-13-23.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,207 May Ave,Onondaga,Syracuse,-76.160246,43.021307,,,2014,Unimproved,Demolitions,AG Demo Funds #1,079.-14-17.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,229-31 Glenwood Ave,Onondaga,Syracuse,-76.1637879,43.0197423,151,12/12/2014,2014,,,,079.-22-33.0
3.115E+25,Residential Improved,New,Land Bank,,1424 Colvin St W,Onondaga,Syracuse,-76.1614589,43.023359,,,2014,Minor Renovation Needed,AG Grant,Evaluate for AG Grant,083.-12-59.0
3.115E+25,Residential Improved,New,Land Bank,,910 Onondaga Ave,Onondaga,Syracuse,-76.160792,43.025118,,,2014,Major Renovation Needed,,,083.-13-20.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,916 Onondaga Ave,Onondaga,Syracuse,-76.1606879,43.025016,,,2014,Unimproved,Demolitions,AG Demo Funds #1,083.-13-21.0
3.115E+25,Residential Improved,Disposed,Private,,172 Parkway Dr,Onondaga,Syracuse,-76.162318,43.024641,2362,1/2/2015,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,083.-13-37.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,718 Onondaga Ave & Eloise Ter,Onondaga,Syracuse,-76.16234,43.026072,,,2014,Unimproved,Demolitions,AG Demo Funds #1,083.-14-08.0
3.115E+25,Residential Improved,New,Land Bank,,1631 Salina St S,Onondaga,Syracuse,-76.146809,43.029985,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,084.-03-38.0
3.115E+25,Commercial Vacant,New,Land Bank,,626-28 South Ave,Onondaga,Syracuse,-76.1588401,43.0329404,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,086.-05-06.1
3.115E+25,Commercial Vacant,New,Land Bank,,648-52 South Ave,Onondaga,Syracuse,-76.1588239,43.0325755,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,086.-05-10.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,729 South Ave,Onondaga,Syracuse,-76.1583969,43.03136,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,086.-06-24.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,664 Onondaga St W,Onondaga,Syracuse,-76.161959,43.037924,,,2014,Major Renovation Needed,,,093.-02-36.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,678 Onondaga St W,Onondaga,Syracuse,-76.162391,43.037601,1,8/20/2015,2014,Major Renovation Needed,,,093.-02-38.0
3.115E+25,Residential Improved,New,Land Bank,,621 Onondaga St W,Onondaga,Syracuse,-76.159683,43.038553,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,093.-03-12.0
3.115E+25,Residential Improved,Disposed,Private,,196-98 Lincoln Ave & Tallman St,Onondaga,Syracuse,-76.157443,43.03641,4500,5/27/2015,2014,Major Renovation Needed,,,093.-05-20.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,328 Midland Ave,Onondaga,Syracuse,-76.156375,43.037633,151,1/30/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,093.-06-07.0
3.115E+25,Residential Improved,New,Land Bank,,109 Lincoln Ave & Midland Ave,Onondaga,Syracuse,-76.15716487,43.03897468,,,2014,Demolition Candidate,,unfunded,093.-06-36.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,517-19 Tallman St,Onondaga,Syracuse,-76.156586,43.03614,5000,10/28/2015,2014,Major Renovation Needed,,,093.-07-04.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,304 Tallman St & Oneida St,Onondaga,Syracuse,-76.152981,43.036603,,,2014,Unimproved,Demolitions,Land Bank funded,094.-02-13.0
3.115E+25,Residential Improved,New,Land Bank,,512-14 Oneida St,Onondaga,Syracuse,-76.153061,43.038363,,,2014,Demolition Candidate,,unfunded,094.-03-04.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,404 Temple St,Onondaga,Syracuse,-76.1559862,43.0397372,19000,11/2/2015,2014,Minor Renovation Needed,,,096.-10-12.0
3.115E+25,Residential Improved,Disposed,Private,,124 Schneider St,Onondaga,Syracuse,-76.143578,43.062191,4000,3/25/2015,2014,Minor Renovation Needed,,,015.-11-33.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,726 1/2 Laurel St E,Onondaga,Syracuse,-76.144124,43.060193,5000,4/14/2015,2014,Major Renovation Needed,,,016.-04-11.0
3.115E+25,Residential Improved,New,Land Bank,,124 Hovey St,Onondaga,Syracuse,-76.155394,43.032586,,,2014,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,086.-08-10.0
3.115E+25,Residential Improved,New,Land Bank,,1022-24 Belden Ave W,Onondaga,Syracuse,-76.168666,43.055055,,,2014,Demolition Candidate,,unfunded,106.-01-07.0
3.115E+25,Residential Improved,New,Land Bank,,217 King St,Onondaga,Syracuse,-76.1534,43.0383,,,2014,Demolition Candidate,,unfunded,094.-03-08.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1052 Belden Ave W,Onondaga,Syracuse,-76.169662,43.055092,7000,4/16/2015,2014,Major Renovation Needed,,,106.-01-14.0
3.115E+25,Commercial Vacant,New,Land Bank,,808 Belden Ave W,Onondaga,Syracuse,-76.163849,43.055019,,,2014,Unimproved,Demolitions,CDBG - 2015,106.-03-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,129 Chester St,Onondaga,Syracuse,-76.157359,43.032262,,,2014,Unimproved,Demolitions,CDBG - 2015,086.-07-26.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,142 Chester St,Onondaga,Syracuse,-76.157792,43.031572,,,2014,Unimproved,Demolitions,CDBG - 2015,086.-06-19.0
3.115E+25,Residential Improved,New,Land Bank,,220 Grace St,Onondaga,Syracuse,-76.167842,43.037551,,,2014,Major Renovation Needed,,,092.-08-23.0
3.115E+25,Residential Improved,New,Land Bank,,128 Hovey St,Onondaga,Syracuse,-76.155466,43.032489,,,2014,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,086.-08-11.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,106 Lincoln Ave,Onondaga,Syracuse,-76.15757,43.03915,,,2014,Unimproved,Demolitions,AG Demo Funds #2,093.-05-02.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,137-39 Parkway Dr To Temple Pl,Onondaga,Syracuse,-76.161031,43.024291,28000,7/20/2015,2014,Minor Renovation Needed,,,083.-12-23.0
3.115E+25,Residential Improved,Disposed,Private,,104 Schneider St & Seward St,Onondaga,Syracuse,-76.142482,43.061692,4000,1/21/2015,2014,Minor Renovation Needed,,,015.-11-24.0
3.115E+25,Residential Improved,Disposed,Private,,207 Seward St,Onondaga,Syracuse,-76.143722,43.059971,8000,9/4/2015,2014,Minor Renovation Needed,,,016.-04-31.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,219 Seward St,Onondaga,Syracuse,-76.143271,43.06044,4000,5/13/2015,2014,Minor Renovation Needed,,,016.-04-26.0
3.115E+25,Residential Improved,Disposed,Private,,221 Seward St,Onondaga,Syracuse,-76.143318,43.060551,10000,4/24/2015,2014,Minor Renovation Needed,,,016.-04-25.0
3.115E+25,Residential Improved,New,Land Bank,,1318-20 South Ave,Onondaga,Syracuse,-76.15966,43.024078,,,2014,Demolition Candidate,,unfunded,083.-12-42.0
3.115E+25,Commercial Vacant,New,Land Bank,,1819 South Ave,Onondaga,Syracuse,-76.160104,43.019595,,,2014,Unimproved,Demolitions,AG Demo Funds #2,078.-16-24.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1208 State St S,Onondaga,Syracuse,-76.14753,43.03793,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,094.-18-09.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,714-16 Summit Ave,Onondaga,Syracuse,-76.16584,43.020409,,,2014,,Vacant Land Uses,,079.-06-08.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,121 Temple Pl,Onondaga,Syracuse,-76.160164,43.024372,7000,8/18/2015,2014,Major Renovation Needed,AG Grant,Evaluate for AG Grant,083.-12-28.0
3.115E+25,Residential Improved,New,Land Bank,,150 Temple Pl,Onondaga,Syracuse,-76.16127,43.023843,,,2014,Major Renovation Needed,,,083.-12-30.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,156 Temple Pl Rear,Onondaga,Syracuse,-76.161273,43.023668,,,2014,Unimproved,Demolitions,AG Demo Funds #1,083.-12-80.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,442 Wilkinson St,Onondaga,Syracuse,-76.169458,43.051193,5000,3/11/2015,2014,Major Renovation Needed,,,105.-01-40.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,2414 Lodi St,Onondaga,Syracuse,-76.160627,43.066755,10000,1/29/2015,2014,Minor Renovation Needed,,,007.-03-21.0
3.115E+25,Residential Improved,Disposed,Private,,111 Cheney St,Onondaga,Syracuse,-76.162157,43.029849,2500,5/26/2015,2014,Major Renovation Needed,,,086.-26-11.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,141 Chester St,Onondaga,Syracuse,-76.157347,43.031973,,,2014,Unimproved,Demolitions,CDBG - 2015,086.-07-24.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,143 Chester St,Onondaga,Syracuse,-76.157332,43.031889,,,2014,Unimproved,Demolitions,CDBG - 2015,086.-07-23.0
3.115E+25,Residential Improved,Disposed,Private,,730 Laurel St E,Onondaga,Syracuse,-76.14399,43.060329,6800,12/19/2014,2014,Major Renovation Needed,,,016.-04-13.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,115 Parkway Dr & Temple Pl,Onondaga,Syracuse,-76.15973,43.024478,,,2014,Unimproved,Demolitions,AG Demo Funds #1,083.-12-37.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1514-16 South Ave,Onondaga,Syracuse,-76.159638,43.022781,8000,9/29/2015,2014,Minor Renovation Needed,,,079.-13-07.0
3.115E+25,Commercial Improved,New,Land Bank,,1532-36 South Ave ,Onondaga,Syracuse,-76.159555,43.022351,,,2014,Major Renovation Needed,,,079.-13-11.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,205 Seward St,Onondaga,Syracuse,-76.143675,43.05985,6500,1/9/2015,2014,Major Renovation Needed,,,016.-04-32.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,106 Westcott St,Onondaga,Syracuse,-76.12027,43.04781,,,,,,,047.-05-09.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,107 Kirkwood Pl,Onondaga,Syracuse,-76.152672,43.024559,,,,,Land Banking,Site Assembly - Land Bank,083.-04-28.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,113 Ostrander Ave W,Onondaga,Syracuse,-76.142021,43.01416,,,,,Land Banking,Site Assembly - Land Bank,076.-14-37.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,131 Ostrander Ave W,Onondaga,Syracuse,-76.142662,43.013981,,,,,,,076.-14-33.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,172 Corning Ave W,Onondaga,Syracuse,-76.144829,43.018742,,,,,,,076.-02-44.1
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,219 Grace St,Onondaga,Syracuse,-76.167236,43.037312,,,,,,,092.-09-03.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,220 Brighton Ave W,Onondaga,Syracuse,-76.14714,43.020531,,,,,,,077.-21-23.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,241-43 Pleasant Ave W,Onondaga,Syracuse,-76.147701,43.016424,,,,,,,076.-17-01.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,258-60 Baker Ave & Borden Ave E,Onondaga,Syracuse,-76.143571,43.028388,,,,,Land Banking,Site Assembly - Land Bank,084.-10-15.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,304 Bradley St,Onondaga,Syracuse,-76.172813,43.034519,,,,,,,092.-19-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,310 Coolidge Ave,Onondaga,Syracuse,-76.163811,43.03128,,,,,,,086.-25-03.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,315 Merriman Ave,Onondaga,Syracuse,-76.1689,43.03989,,,,,,,097.-13-05.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,317 Merriman Ave,Onondaga,Syracuse,-76.169083,43.039879,,,,,,,097.-13-04.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,326 Richmond Ave,Onondaga,Syracuse,-76.171677,43.050419,,,,,Land Banking,Site Assembly - Land Bank,109.-04-38.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,354 Richmond Ave,Onondaga,Syracuse,-76.172546,43.05043,,,,,Land Banking,Site Assembly - Land Bank,109.-04-45.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,360 Richmond Ave,Onondaga,Syracuse,-76.172691,43.05035,,,,,Land Banking,Site Assembly - Land Bank,109.-04-46.0
3.115E+25,Residential Vacant - Nonbuildable,Reserved,Land Bank,,405 Ontario St,Onondaga,Syracuse,-76.167458,43.043205,,,,,Vacant Land Uses,Community Garden Lease,100.-23-51.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,517 Gifford St,Onondaga,Syracuse,-76.165092,43.04285,,,,,,,097.-01-42.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,632 Gifford St,Onondaga,Syracuse,-76.168808,43.04322,,,,,,,100.-14-43.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,632 Gifford St Rear,Onondaga,Syracuse,-76.168808,43.04322,,,,,,,100.-14-55.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1092-94 Onondaga St W & Dudley St,Onondaga,Syracuse,-76.169763,43.034353,,,2014,,,,092.-15-30.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1105 Colvin St W,Onondaga,Syracuse,-76.157181,43.022888,,,,,,,078.-02-07.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,2226-28 Midland Ave & Newell St W,Onondaga,Syracuse,-76.14856,43.017493,,,,,,,075.-06-36.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,328 Webster Ave,Onondaga,Syracuse,-76.145378,43.021648,,,,,Land Banking,Site Assembly - Land Bank,077.-19-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,130 Clyde Ave,Onondaga,Syracuse,-76.161887,43.022115,,,2014,Unimproved,Demolitions,AG Demo Funds #2,079.-11-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,155 Clyde Ave,Onondaga,Syracuse,-76.161454,43.021455,,,2014,Unimproved,Demolitions,AG Demo Funds #2,079.-12-33.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1413 Colvin St W,Onondaga,Syracuse,-76.161021,43.022953,6000,11/23/2015,2014,Minor Renovation Needed,AG Grant,Evaluate for AG Grant,079.-12-05.0
3.115E+25,Residential Improved,New,Land Bank,,1423 Colvin St W,Onondaga,Syracuse,-76.161343,43.022899,,,2012,Minor Renovation Needed,AG Grant,Evaluate for AG Grant,079.-12-03.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,1511 Colvin St W,Onondaga,Syracuse,-76.162233,43.022843,,,2012,Minor Renovation Needed,,,079.-11-04.0
